"CellID","X","Y","SVM_Mean_Probability","SVM_SD_Probability","SVM_Min_Probability","SVM_Max_Probability","SVM_Prediction_n"
179,531463.5791,4419939.11,0.0250710764316031,0.0185702463354468,0.000627746650208959,0.0945916982684307,150
180,531488.5791,4419939.11,0.0250159452658806,0.0184317823986754,0.00063650383952105,0.0935145044065629,150
181,531513.5791,4419939.11,0.0249219003829968,0.0182883731052108,0.000646454340992653,0.0921395356163542,150
182,531538.5791,4419939.11,0.0247995000861468,0.0181464149932242,0.000657278415638315,0.0917388216301622,150
183,531563.5791,4419939.11,0.0246601790303165,0.0180121833245831,0.00066860458642498,0.091511907199128,150
184,531588.5791,4419939.11,0.0236687141033414,0.0173534554317726,0.000648419929307797,0.094571887650989,150
185,531613.5791,4419939.11,0.0235664956267249,0.0174591016783475,0.000632286327331833,0.0942390344626675,150
186,531638.5791,4419939.11,0.0234209831133519,0.017384331690797,0.000643003304618012,0.0941209990065416,150
187,531663.5791,4419939.11,0.023281732820814,0.0173268838945358,0.000653385371678643,0.0940399121891062,150
188,531688.5791,4419939.11,0.0231505116197146,0.017286800919044,0.000663320540115939,0.0939955534210203,150
189,531713.5791,4419939.11,0.023028409033951,0.017263852261949,0.000672716593575678,0.0939878352413857,150
190,531738.5791,4419939.11,0.022916062448253,0.0172576552098017,0.000681495428606081,0.0940167091974296,150
191,531763.5791,4419939.11,0.0228137986801939,0.0172677504156645,0.000689590593541928,0.0940821458264358,150
192,531788.5791,4419939.11,0.0229612857802106,0.0176050766787803,0.000716598203875945,0.0963095483479233,150
193,531813.5791,4419939.11,0.0228796881364976,0.0176445614209097,0.000722023609295408,0.0964717879522701,150
194,531838.5791,4419939.11,0.0228083716416521,0.0176995143518808,0.000726564481702246,0.0966717319016293,150
195,531863.5791,4419939.11,0.0231094660437335,0.0181918104566455,0.000721004791474511,0.0943701077181657,150
196,531888.5791,4419939.11,0.0230558589364182,0.0182734956934711,0.000724568072540461,0.0946259149591305,150
197,531913.5791,4419939.11,0.0230127639073264,0.018370218660365,0.000727230676098012,0.094917244654616,150
198,531938.5791,4419939.11,0.022980110397208,0.0184816894144087,0.000728985287190889,0.095243654587679,150
199,531963.5791,4419939.11,0.0229578327543345,0.0186076851851215,0.00072983075650021,0.0956046804809684,150
